"","ISO","year","estL","est","estU","predicted","wpp_lb","regionName2","regionIndex2","estN","estNL","estNU"
"1","AFG",2010,1.55440196069572,12.2996685064517,38.7476325552041,1,1147643,"Southern Asia",1,141156,17839,444684
"2","AFG",2011,1.55811175615973,12.3002976100588,38.7357823956048,1,1157518,"Southern Asia",1,142378,18035,448374
"3","AFG",2012,1.55951853280331,12.3026878477416,38.7094135194842,1,1217396,"Southern Asia",1,149772,18986,471247
"4","AFG",2013,1.55465640986682,12.3054139197923,38.6469664728391,1,1248455,"Southern Asia",1,153628,19409,482490
"5","AFG",2014,1.56011839529751,12.3015512692979,38.585333573508,1,1274665,"Southern Asia",1,156804,19886,491834
"6","AFG",2015,1.56561346099742,12.3058467168695,38.5228957503612,1,1315633,"Southern Asia",1,161900,20598,506820
"7","AFG",2016,1.55319611993872,12.3156627244674,38.5063196734312,1,1315746,"Southern Asia",1,162043,20436,506645
"8","AFG",2017,1.54079062508691,12.3128941549464,38.616450185711,1,1332116,"Southern Asia",1,164022,20525,514416
"9","AFG",2018,1.53582343485151,12.3003678338319,38.6407178573963,1,1355895,"Southern Asia",1,166780,20824,523928
"10","AFG",2019,1.54228966959031,12.2936012293804,38.7085953819885,1,1377704,"Southern Asia",1,169369,21248,533290
"11","AFG",2020,1.54486950189596,12.2969066857966,38.7491985101302,1,1402265,"Southern Asia",1,172435,21663,543366
"12","AGO",2010,5.54007952598551,9.3014465717903,14.9703337216359,1,1048894,"Sub-Saharan Africa",2,97562,58110,157023
"13","AGO",2011,5.54418831410371,9.30185511738919,14.9660366041929,1,1074349,"Sub-Saharan Africa",2,99934,59564,160787
"14","AGO",2012,5.54204051077908,9.30563210353689,14.9814748490283,1,1102911,"Sub-Saharan Africa",2,102633,61124,165232
"15","AGO",2013,5.54827859100647,9.30797279988644,14.9953817281308,1,1129971,"Sub-Saharan Africa",2,105177,62694,169443
"16","AGO",2014,5.5480125028781,9.31188054664337,14.9848094813683,1,1156171,"Sub-Saharan Africa",2,107661,64145,173250
"17","AGO",2015,5.54653203251848,9.314276308759,14.9880854849512,1,1180604,"Sub-Saharan Africa",2,109965,65483,176950
"18","AGO",2016,5.54685387618527,9.3156691094849,14.9944750054579,1,1204674,"Sub-Saharan Africa",2,112223,66822,180635
"19","AGO",2017,5.55032928543971,9.31652956526396,14.9832820413289,1,1231485,"Sub-Saharan Africa",2,114732,68351,184517
"20","AGO",2018,5.5476034389444,9.31470176783675,14.9886519828949,1,1257353,"Sub-Saharan Africa",2,117119,69753,188460
"21","AGO",2019,5.54941361636455,9.31450884731702,14.9881309805399,1,1284366,"Sub-Saharan Africa",2,119632,71275,192502
"22","AGO",2020,5.54874892326075,9.31155179196902,14.9840898798178,1,1312910,"Sub-Saharan Africa",2,122252,72850,196728
"23","ALB",2010,5.78178295694964,6.96761375570056,8.41402981340358,1,34904,"Northern America, Australia and New Zealand, Central Asia and Europe",3,2432,2018,2937
"24","ALB",2011,5.78155660340608,6.96778974507717,8.41199709200963,1,35059,"Northern America, Australia and New Zealand, Central Asia and Europe",3,2443,2027,2949
"25","ALB",2012,5.78241426342361,6.96847451219277,8.40955368428247,1,35489,"Northern America, Australia and New Zealand, Central Asia and Europe",3,2473,2052,2984
"26","ALB",2013,5.78485542248409,6.96931621301941,8.41077929460558,1,35555,"Northern America, Australia and New Zealand, Central Asia and Europe",3,2478,2057,2990
"27","ALB",2014,5.78675415716236,6.97066056604864,8.41072522382572,1,35130,"Northern America, Australia and New Zealand, Central Asia and Europe",3,2449,2033,2955
"28","ALB",2015,5.7876342683726,6.97077749734021,8.40809401341394,1,33845,"Northern America, Australia and New Zealand, Central Asia and Europe",3,2359,1959,2846
"29","ALB",2016,5.78666240050705,6.97217109578605,8.40643694211387,1,32584,"Northern America, Australia and New Zealand, Central Asia and Europe",3,2272,1886,2739
"30","ALB",2017,5.78725377120576,6.97254724242439,8.40513196313307,1,31350,"Northern America, Australia and New Zealand, Central Asia and Europe",3,2186,1814,2635
"31","ALB",2018,5.78986419327937,6.97258883871824,8.40394176395126,1,30304,"Northern America, Australia and New Zealand, Central Asia and Europe",3,2113,1755,2547
"32","ALB",2019,5.7902005050442,6.97262896208068,8.4045883831863,1,29773,"Northern America, Australia and New Zealand, Central Asia and Europe",3,2076,1724,2502
"33","ALB",2020,5.78745371382409,6.97298700665499,8.40069553994553,1,29535,"Northern America, Australia and New Zealand, Central Asia and Europe",3,2059,1709,2481
"34","AND",2010,6.58242036368574,7.7381246055874,9.06953165772261,0,869,"Northern America, Australia and New Zealand, Central Asia and Europe",3,67,57,79
"35","AND",2011,6.66434098061238,7.76553581246648,9.01417336974869,0,809,"Northern America, Australia and New Zealand, Central Asia and Europe",3,63,54,73
"36","AND",2012,6.72763512189662,7.78707964215533,8.96418010829819,0,753,"Northern America, Australia and New Zealand, Central Asia and Europe",3,59,51,68
"37","AND",2013,6.79032132890923,7.80511216701399,8.92361215603011,0,673,"Northern America, Australia and New Zealand, Central Asia and Europe",3,53,46,60
"38","AND",2014,6.84247535910312,7.82727424810454,8.90119779084452,0,683,"Northern America, Australia and New Zealand, Central Asia and Europe",3,53,47,61
"39","AND",2015,6.89903630613107,7.84632297992211,8.8921271887513,0,714,"Northern America, Australia and New Zealand, Central Asia and Europe",3,56,49,63
"40","AND",2016,6.94235014882726,7.86638107114072,8.89120295168093,0,679,"Northern America, Australia and New Zealand, Central Asia and Europe",3,53,47,60
"41","AND",2017,6.96077628849857,7.8826430199919,8.90438309653833,0,618,"Northern America, Australia and New Zealand, Central Asia and Europe",3,49,43,55
"42","AND",2018,6.97455364411374,7.90396326876777,8.93740195702903,0,593,"Northern America, Australia and New Zealand, Central Asia and Europe",3,47,41,53
"43","AND",2019,6.98336790170006,7.92308054942723,8.97500551150858,0,590,"Northern America, Australia and New Zealand, Central Asia and Europe",3,47,41,53
"44","AND",2020,6.98429446337025,7.94362938700677,9.02776290502789,0,591,"Northern America, Australia and New Zealand, Central Asia and Europe",3,47,41,53
"45","ARE",2010,5.19850784464085,8.47939979557865,13.7176682877865,1,116038,"Western Asia and Northern Africa",4,9839,6032,15918
"46","ARE",2011,5.21696634922572,8.50991934473787,13.7510001184427,1,114089,"Western Asia and Northern Africa",4,9709,5952,15688
"47","ARE",2012,5.23466644935052,8.54126677882117,13.7808765815976,1,111989,"Western Asia and Northern Africa",4,9565,5862,15433
"48","ARE",2013,5.25534463914879,8.5731208845393,13.8307204625165,1,108953,"Western Asia and Northern Africa",4,9341,5726,15069
"49","ARE",2014,5.28462643729666,8.6040317091691,13.8670136804509,1,106019,"Western Asia and Northern Africa",4,9122,5603,14702
"50","ARE",2015,5.30156699330164,8.63412700934118,13.9018468531809,1,102419,"Western Asia and Northern Africa",4,8843,5430,14238
"51","ARE",2016,5.31668118971136,8.66495858753644,13.9380017830282,1,98939,"Western Asia and Northern Africa",4,8573,5260,13790
"52","ARE",2017,5.33368374733059,8.69518149047157,13.9870609753324,1,96361,"Western Asia and Northern Africa",4,8379,5140,13478
"53","ARE",2018,5.34910709281804,8.72514804950395,14.0358549318539,1,91874,"Western Asia and Northern Africa",4,8016,4914,12895
"54","ARE",2019,5.36667033038431,8.75369279797196,14.0884914024355,1,89806,"Western Asia and Northern Africa",4,7861,4820,12652
"55","ARE",2020,5.38527142220759,8.78621757338985,14.1289969310621,1,98648,"Western Asia and Northern Africa",4,8667,5312,13938
"56","ARG",2010,8.19457606806954,8.50406793774066,8.82163634510002,0,734558,"Latin America and the Caribbean",5,62467,60194,64800
"57","ARG",2011,8.26758478167397,8.53815276546723,8.81430659269712,0,739376,"Latin America and the Caribbean",5,63129,61129,65171
"58","ARG",2012,8.33656033189624,8.57276146404381,8.81363550496413,0,743784,"Latin America and the Caribbean",5,63763,62006,65554
"59","ARG",2013,8.40088276619316,8.60929468651964,8.82034655440614,0,747375,"Latin America and the Caribbean",5,64344,62786,65921
"60","ARG",2014,8.45677732240437,8.64448771717755,8.83638733814109,0,749562,"Latin America and the Caribbean",5,64796,63389,66234
"61","ARG",2015,8.49891296268275,8.67977271315888,8.86657683396104,0,750290,"Latin America and the Caribbean",5,65123,63766,66525
"62","ARG",2016,8.52517186926636,8.71551090767148,8.91273523856511,0,734548,"Latin America and the Caribbean",5,64020,62621,65468
"63","ARG",2017,8.54177665757132,8.75193523176225,8.97279758646126,0,713799,"Latin America and the Caribbean",5,62471,60971,64048
"64","ARG",2018,8.54497851133942,8.78758692806473,9.04201045498743,0,674273,"Latin America and the Caribbean",5,59252,57616,60968
"65","ARG",2019,8.54340565345606,8.82433925030322,9.11403930430836,0,661385,"Latin America and the Caribbean",5,58363,56505,60279
"66","ARG",2020,8.53683604581014,8.86104089292302,9.19370968703881,0,635978,"Latin America and the Caribbean",5,56354,54292,58470
"67","ARM",2010,6.33828245778963,6.78348986613371,7.24607334009292,0,41164,"Western Asia and Northern Africa",4,2792,2609,2983
"68","ARM",2011,6.46886314545558,6.86810213211123,7.28123375094359,0,41348,"Western Asia and Northern Africa",4,2840,2675,3011
"69","ARM",2012,6.59062352731345,6.95208574243106,7.32567326094039,0,44225,"Western Asia and Northern Africa",4,3075,2915,3240
"70","ARM",2013,6.71104854107232,7.03755876190169,7.37880625034012,0,43892,"Western Asia and Northern Africa",4,3089,2946,3239
"71","ARM",2014,6.81693114359387,7.12661241268209,7.44329246710041,0,46014,"Western Asia and Northern Africa",4,3279,3137,3425
"72","ARM",2015,6.91190272510905,7.21554792358409,7.52650459784211,0,42325,"Western Asia and Northern Africa",4,3054,2925,3186
"73","ARM",2016,6.98898648345494,7.30712531968907,7.63589539916385,0,41759,"Western Asia and Northern Africa",4,3051,2919,3189
"74","ARM",2017,7.05546936402344,7.39942864419135,7.75737192118754,0,38968,"Western Asia and Northern Africa",4,2883,2749,3023
"75","ARM",2018,7.10524165045427,7.49142447824202,7.89413708533885,0,37912,"Western Asia and Northern Africa",4,2840,2694,2993
"76","ARM",2019,7.14609238387501,7.58565649321898,8.05294132920472,0,36521,"Western Asia and Northern Africa",4,2770,2610,2941
"77","ARM",2020,7.18147273650179,7.67753058484778,8.21567362116773,0,35016,"Western Asia and Northern Africa",4,2688,2515,2877
"78","ATG",2010,5.71431952895882,8.21480406012167,11.4894223209576,1,1258,"Latin America and the Caribbean",5,103,72,145
"79","ATG",2011,5.73778454005666,8.23719216813338,11.5094184372581,1,1239,"Latin America and the Caribbean",5,102,71,143
"80","ATG",2012,5.75831762815139,8.25846849140756,11.5485815279972,1,1182,"Latin America and the Caribbean",5,98,68,137
"81","ATG",2013,5.7747301742112,8.28089091737301,11.5702575760552,1,1102,"Latin America and the Caribbean",5,91,64,128
"82","ATG",2014,5.78619574992917,8.30581526221049,11.6032730376478,1,1099,"Latin America and the Caribbean",5,91,64,128
"83","ATG",2015,5.79917359006692,8.32657690399868,11.6376842544352,1,1132,"Latin America and the Caribbean",5,94,66,132
"84","ATG",2016,5.81959060542332,8.34921484522805,11.6650928373696,1,1055,"Latin America and the Caribbean",5,88,61,123
"85","ATG",2017,5.82163412090254,8.37043386509766,11.6838933204319,1,1074,"Latin America and the Caribbean",5,90,63,125
"86","ATG",2018,5.83982519271851,8.39299402155618,11.7206351840968,1,991,"Latin America and the Caribbean",5,83,58,116
"87","ATG",2019,5.85573162954883,8.41708171038164,11.7525438441267,1,1058,"Latin America and the Caribbean",5,89,62,124
"88","ATG",2020,5.86973227429593,8.44019088876691,11.7902437148569,1,1127,"Latin America and the Caribbean",5,95,66,133
"89","AUS",2010,7.61618147434199,7.90311293988744,8.19597552271147,0,300113,"Northern America, Australia and New Zealand, Central Asia and Europe",3,23718,22857,24597
"90","AUS",2011,7.68090435791378,7.93156080911558,8.18537348845211,0,299948,"Northern America, Australia and New Zealand, Central Asia and Europe",3,23791,23039,24552
"91","AUS",2012,7.74366040049609,7.95961355877891,8.17928280647482,0,306357,"Northern America, Australia and New Zealand, Central Asia and Europe",3,24385,23723,25058
"92","AUS",2013,7.79935709716733,7.98821878777859,8.18010847271584,0,305523,"Northern America, Australia and New Zealand, Central Asia and Europe",3,24406,23829,24992
"93","AUS",2014,7.84767698259949,8.0172856909505,8.18830832327809,0,299548,"Northern America, Australia and New Zealand, Central Asia and Europe",3,24016,23508,24528
"94","AUS",2015,7.88303526794341,8.04559223136355,8.20972068281759,0,305209,"Northern America, Australia and New Zealand, Central Asia and Europe",3,24556,24060,25057
"95","AUS",2016,7.90481308564978,8.07449953903074,8.24789340829977,0,309448,"Northern America, Australia and New Zealand, Central Asia and Europe",3,24986,24461,25523
"96","AUS",2017,7.91467110591703,8.10193185516914,8.30109853418132,0,311698,"Northern America, Australia and New Zealand, Central Asia and Europe",3,25254,24670,25874
"97","AUS",2018,7.91254293094831,8.13099466042371,8.35862913265807,0,320272,"Northern America, Australia and New Zealand, Central Asia and Europe",3,26041,25342,26770
"98","AUS",2019,7.90657026903861,8.1592613994486,8.42212882396771,0,305145,"Northern America, Australia and New Zealand, Central Asia and Europe",3,24898,24127,25700
"99","AUS",2020,7.89510804771134,8.18917303579623,8.49315932672853,0,296417,"Northern America, Australia and New Zealand, Central Asia and Europe",3,24274,23402,25175
"100","AUT",2010,8.08877741259645,8.39987276802151,8.71877921250711,0,78061,"Northern America, Australia and New Zealand, Central Asia and Europe",3,6557,6314,6806
"101","AUT",2011,8.01155486554815,8.27981588830842,8.55062325299572,0,77842,"Northern America, Australia and New Zealand, Central Asia and Europe",3,6445,6236,6656
"102","AUT",2012,7.9313802839254,8.16153939518534,8.39377969582503,0,78392,"Northern America, Australia and New Zealand, Central Asia and Europe",3,6398,6218,6580
"103","AUT",2013,7.84483514564249,8.04454463476246,8.24435669411021,0,78867,"Northern America, Australia and New Zealand, Central Asia and Europe",3,6344,6187,6502
"104","AUT",2014,7.75214115523727,7.92893145706746,8.10750640499344,0,80985,"Northern America, Australia and New Zealand, Central Asia and Europe",3,6421,6278,6566
"105","AUT",2015,7.65016758636107,7.8150577622565,7.98510794344867,0,83521,"Northern America, Australia and New Zealand, Central Asia and Europe",3,6527,6389,6669
"106","AUT",2016,7.5329485239276,7.70167109807658,7.87882203014863,0,86827,"Northern America, Australia and New Zealand, Central Asia and Europe",3,6687,6541,6841
"107","AUT",2017,7.40544534007982,7.59077399616784,7.7834694758421,0,87092,"Northern America, Australia and New Zealand, Central Asia and Europe",3,6611,6450,6779
"108","AUT",2018,7.27355464981831,7.48265511666619,7.69887639533215,0,85281,"Northern America, Australia and New Zealand, Central Asia and Europe",3,6381,6203,6566
"109","AUT",2019,7.13460417383854,7.37496849555395,7.62243192702239,0,84744,"Northern America, Australia and New Zealand, Central Asia and Europe",3,6250,6046,6460
"110","AUT",2020,6.9942436434147,7.26857155179955,7.5501599692413,0,83345,"Northern America, Australia and New Zealand, Central Asia and Europe",3,6058,5829,6293
"111","AZE",2010,5.21123397515002,8.50060584969475,13.7039985701942,1,183642,"Western Asia and Northern Africa",4,15611,9570,25166
"112","AZE",2011,5.22935199023973,8.53106409692706,13.7420356781196,1,189318,"Western Asia and Northern Africa",4,16151,9900,26016
"113","AZE",2012,5.25002599170026,8.56467767327599,13.7851757418405,1,192733,"Western Asia and Northern Africa",4,16507,10119,26569
"114","AZE",2013,5.27619364723165,8.59328953257189,13.831689361141,1,193204,"Western Asia and Northern Africa",4,16603,10194,26723
"115","AZE",2014,5.30290870909181,8.62347862211238,13.8730997161003,1,191050,"Western Asia and Northern Africa",4,16475,10131,26505
"116","AZE",2015,5.32444726536053,8.65341682288464,13.9174670921644,1,183781,"Western Asia and Northern Africa",4,15903,9785,25578
"117","AZE",2016,5.34257601724736,8.68512220493478,13.9465215745345,1,171882,"Western Asia and Northern Africa",4,14928,9183,23972
"118","AZE",2017,5.36452109432953,8.7165549203105,13.9697271105758,1,148053,"Western Asia and Northern Africa",4,12905,7942,20683
"119","AZE",2018,5.37988542431323,8.74776336910832,14.0144104341594,1,142871,"Western Asia and Northern Africa",4,12498,7686,20023
"120","AZE",2019,5.3928967318257,8.77894466666094,14.0703390156807,1,147022,"Western Asia and Northern Africa",4,12907,7929,20686
"121","AZE",2020,5.41261135614872,8.81064046245043,14.1219971415532,1,131920,"Western Asia and Northern Africa",4,11623,7140,18630
"122","BDI",2010,5.5429387628716,9.30678227480404,14.9655693838329,1,426118,"Sub-Saharan Africa",2,39658,23619,63771
"123","BDI",2011,5.5410304447352,9.30697479850608,14.9787280030093,1,431538,"Sub-Saharan Africa",2,40163,23912,64639
"124","BDI",2012,5.54342728007861,9.30852275552304,14.9936736423277,1,434602,"Sub-Saharan Africa",2,40455,24092,65163
"125","BDI",2013,5.55391156367671,9.31056226781451,15.0023387648345,1,440647,"Sub-Saharan Africa",2,41027,24473,66107
"126","BDI",2014,5.55444486315941,9.3157654605289,15.0037793787763,1,444733,"Sub-Saharan Africa",2,41430,24702,66727
"127","BDI",2015,5.55545506524024,9.31544047398384,14.9970046801319,1,448194,"Sub-Saharan Africa",2,41751,24899,67216
"128","BDI",2016,5.55803859929042,9.32011066604706,14.9946755138184,1,432480,"Sub-Saharan Africa",2,40308,24037,64849
"129","BDI",2017,5.55750206458503,9.32224554090569,15.0087399017115,1,426555,"Sub-Saharan Africa",2,39765,23706,64021
"130","BDI",2018,5.55617505760746,9.3214768809172,15.0054340107016,1,424108,"Sub-Saharan Africa",2,39533,23564,63639
"131","BDI",2019,5.5618472851148,9.32081665472435,14.9858962733527,1,431143,"Sub-Saharan Africa",2,40186,23980,64611
"132","BDI",2020,5.56069466542869,9.31976672570442,14.9911013444087,1,435303,"Sub-Saharan Africa",2,40569,24206,65257
"133","BEL",2010,7.73351056424637,8.03495806821187,8.33958829147159,0,128589,"Northern America, Australia and New Zealand, Central Asia and Europe",3,10332,9944,10724
"134","BEL",2011,7.79323085713274,8.05339081798457,8.31659287020163,0,126480,"Northern America, Australia and New Zealand, Central Asia and Europe",3,10186,9857,10519
"135","BEL",2012,7.84583781905896,8.07169493077512,8.29410697707776,0,125850,"Northern America, Australia and New Zealand, Central Asia and Europe",3,10158,9874,10438
"136","BEL",2013,7.89503074052373,8.08985075278375,8.28435728967495,0,123860,"Northern America, Australia and New Zealand, Central Asia and Europe",3,10020,9779,10261
"137","BEL",2014,7.92791125989942,8.10761469099273,8.28639503251479,0,123414,"Northern America, Australia and New Zealand, Central Asia and Europe",3,10006,9784,10227
"138","BEL",2015,7.94495969255509,8.1245014431222,8.30357809680047,0,121285,"Northern America, Australia and New Zealand, Central Asia and Europe",3,9854,9636,10071
"139","BEL",2016,7.9467825234202,8.14284943821607,8.3389919689189,0,121005,"Northern America, Australia and New Zealand, Central Asia and Europe",3,9853,9616,10091
"140","BEL",2017,7.93827682201172,8.16153996440741,8.38713832772261,0,119292,"Northern America, Australia and New Zealand, Central Asia and Europe",3,9736,9470,10005
"141","BEL",2018,7.91800506961953,8.17929730973221,8.44526813168914,0,118034,"Northern America, Australia and New Zealand, Central Asia and Europe",3,9654,9346,9968
"142","BEL",2019,7.89439592794276,8.19694097916371,8.50766254689651,0,116136,"Northern America, Australia and New Zealand, Central Asia and Europe",3,9520,9168,9880
"143","BEL",2020,7.86768521733576,8.21445138651547,8.57642725962386,0,114894,"Northern America, Australia and New Zealand, Central Asia and Europe",3,9438,9039,9854
"144","BEN",2010,3.60243961270018,6.86934410958237,12.7242658273049,0,371512,"Sub-Saharan Africa",2,25520,13383,47272
"145","BEN",2011,3.60808028644846,6.87293781001967,12.7454112874309,0,381302,"Sub-Saharan Africa",2,26207,13758,48599
"146","BEN",2012,3.60528580493219,6.87560193541216,12.7506606025276,0,391846,"Sub-Saharan Africa",2,26942,14127,49963
"147","BEN",2013,3.60757508536578,6.88194389160598,12.7594300573057,0,403500,"Sub-Saharan Africa",2,27769,14557,51484
"148","BEN",2014,3.60567735465691,6.88514794759909,12.7725337604327,0,416071,"Sub-Saharan Africa",2,28647,15002,53143
"149","BEN",2015,3.61296327444375,6.887210212624,12.7922970070493,0,426663,"Sub-Saharan Africa",2,29385,15415,54580
"150","BEN",2016,3.6071581042629,6.89819689891562,12.8041388042571,0,438452,"Sub-Saharan Africa",2,30245,15816,56140
"151","BEN",2017,3.60512159446146,6.90636285076999,12.8457320306316,0,448571,"Sub-Saharan Africa",2,30980,16172,57622
"152","BEN",2018,3.61001733566962,6.91150129464562,12.8677448952552,0,455978,"Sub-Saharan Africa",2,31515,16461,58674
"153","BEN",2019,3.60899801695055,6.91247889750719,12.8968987702276,0,463053,"Sub-Saharan Africa",2,32008,16712,59719
"154","BEN",2020,3.6054584118349,6.92436203322768,12.9156327578653,0,469278,"Sub-Saharan Africa",2,32495,16920,60610
"155","BFA",2010,5.52592587468705,9.28345194547801,14.9337261283456,1,697421,"Sub-Saharan Africa",2,64745,38539,104151
"156","BFA",2011,5.53165945921164,9.28343079519005,14.9458104624168,1,711565,"Sub-Saharan Africa",2,66058,39361,106349
"157","BFA",2012,5.53778973782076,9.28553656042983,14.9615468272411,1,725124,"Sub-Saharan Africa",2,67332,40156,108490
"158","BFA",2013,5.53706023732187,9.28919565617683,14.9684390077238,1,736440,"Sub-Saharan Africa",2,68409,40777,110234
"159","BFA",2014,5.53312196124676,9.29130896709852,14.9702422173046,1,744796,"Sub-Saharan Africa",2,69201,41210,111498
"160","BFA",2015,5.53431849194542,9.29200008119252,14.9720680973539,1,750846,"Sub-Saharan Africa",2,69769,41554,112417
"161","BFA",2016,5.53335000250973,9.29253011827915,14.9649556839531,1,751461,"Sub-Saharan Africa",2,69830,41581,112456
"162","BFA",2017,5.53330255562015,9.29708593130421,14.9525722180487,1,752036,"Sub-Saharan Africa",2,69917,41612,112449
"163","BFA",2018,5.52785508998885,9.29840277333755,14.9361333414056,1,761074,"Sub-Saharan Africa",2,70768,42071,113675
"164","BFA",2019,5.53472811842934,9.29979664646599,14.9314220159417,1,769252,"Sub-Saharan Africa",2,71539,42576,114860
"165","BFA",2020,5.53419584444346,9.29708310103114,14.9241131351916,1,776842,"Sub-Saharan Africa",2,72224,42992,115937
"166","BGD",2010,12.1237579023894,16.3741792893351,21.7749584547813,0,3176782,"Southern Asia",1,520172,385145,691743
"167","BGD",2011,12.1215427441207,16.368719062394,21.7178436680738,0,3092771,"Southern Asia",1,506247,374892,671683
"168","BGD",2012,12.100553058741,16.3544473080904,21.6626371722995,0,3061928,"Southern Asia",1,500761,370510,663294
"169","BGD",2013,12.1049359531367,16.3240039978597,21.6462288589791,0,3067200,"Southern Asia",1,500690,371283,663933
"170","BGD",2014,12.0745377338072,16.3148933034582,21.6136915367449,0,3049016,"Southern Asia",1,497444,368155,659005
"171","BGD",2015,12.0473499305782,16.2900912807519,21.5841454817368,0,3026354,"Southern Asia",1,492996,364595,653213
"172","BGD",2016,11.9959394891067,16.2586354748655,21.5837254845074,0,3036914,"Southern Asia",1,493761,364306,655479
"173","BGD",2017,11.9484366741638,16.2380441232995,21.6206445498937,0,2993715,"Southern Asia",1,486121,357702,647260
"174","BGD",2018,11.8823772269802,16.2172909673642,21.6293475635694,0,3025083,"Southern Asia",1,490587,359452,654306
"175","BGD",2019,11.8348454507396,16.1953023829922,21.7052961765949,0,3040527,"Southern Asia",1,492423,359842,659955
"176","BGD",2020,11.7637445796207,16.1634931906463,21.737364019309,0,3022909,"Southern Asia",1,488608,355607,657101
"177","BGR",2010,6.45436762649906,7.10868243791236,7.81626502694803,0,78455,"Northern America, Australia and New Zealand, Central Asia and Europe",3,5577,5064,6132
"178","BGR",2011,6.59898577894688,7.19169752218861,7.83076969433606,0,73724,"Northern America, Australia and New Zealand, Central Asia and Europe",3,5302,4865,5773
"179","BGR",2012,6.74042467287157,7.27509389205249,7.84025669418073,0,71197,"Northern America, Australia and New Zealand, Central Asia and Europe",3,5180,4799,5582
"180","BGR",2013,6.88353696265347,7.35939013572306,7.85868928774573,0,68625,"Northern America, Australia and New Zealand, Central Asia and Europe",3,5050,4724,5393
"181","BGR",2014,7.01787419983529,7.44434044739945,7.88915664937313,0,68919,"Northern America, Australia and New Zealand, Central Asia and Europe",3,5131,4837,5437
"182","BGR",2015,7.14231095708043,7.53012537175356,7.93651373989326,0,67378,"Northern America, Australia and New Zealand, Central Asia and Europe",3,5074,4812,5347
"183","BGR",2016,7.25065522378747,7.61753729735363,7.99756223675424,0,66073,"Northern America, Australia and New Zealand, Central Asia and Europe",3,5033,4791,5284
"184","BGR",2017,7.33931571937866,7.70360368946587,8.08667560041147,0,64734,"Northern America, Australia and New Zealand, Central Asia and Europe",3,4987,4751,5235
"185","BGR",2018,7.40086523277015,7.79353383309965,8.20666658249475,0,62826,"Northern America, Australia and New Zealand, Central Asia and Europe",3,4896,4650,5156
"186","BGR",2019,7.44507706045976,7.88266595345876,8.35132546799574,0,61637,"Northern America, Australia and New Zealand, Central Asia and Europe",3,4859,4589,5148
"187","BGR",2020,7.47408110056334,7.97278462814368,8.50917972682659,0,59781,"Northern America, Australia and New Zealand, Central Asia and Europe",3,4766,4468,5087
"188","BHR",2010,9.51064095685515,9.91268961996598,10.3315809264483,0,19378,"Western Asia and Northern Africa",4,1921,1843,2002
"189","BHR",2011,9.69493878790714,10.0476809476148,10.4186094473045,0,19264,"Western Asia and Northern Africa",4,1936,1868,2007
"190","BHR",2012,9.87387337845668,10.1837182902917,10.5076674471201,0,19459,"Western Asia and Northern Africa",4,1982,1921,2045
"191","BHR",2013,10.0494045190089,10.3210287468625,10.6039807595096,0,19802,"Western Asia and Northern Africa",4,2044,1990,2100
"192","BHR",2014,10.2137416248611,10.4584961178568,10.7170403835658,0,20627,"Western Asia and Northern Africa",4,2157,2107,2211
"193","BHR",2015,10.3629878909513,10.6002829905212,10.8476092699915,0,21277,"Western Asia and Northern Africa",4,2255,2205,2308
"194","BHR",2016,10.4899502813555,10.742773057967,11.0019561689669,0,21178,"Western Asia and Northern Africa",4,2275,2222,2330
"195","BHR",2017,10.6023917032325,10.885498666834,11.1768340144221,0,20921,"Western Asia and Northern Africa",4,2277,2218,2338
"196","BHR",2018,10.6983787939954,11.0294983292531,11.3706808696249,0,20574,"Western Asia and Northern Africa",4,2269,2201,2339
"197","BHR",2019,10.7932600652649,11.1767562088512,11.5737963462717,0,19828,"Western Asia and Northern Africa",4,2216,2140,2295
"198","BHR",2020,10.8780975531584,11.3239529043896,11.7839181159206,0,18949,"Western Asia and Northern Africa",4,2146,2061,2233
"199","BHS",2010,5.71249352139023,8.21417951665101,11.4842424126618,1,5526,"Latin America and the Caribbean",5,454,316,635
"200","BHS",2011,5.73266826726705,8.23638601320063,11.5079253316412,1,5309,"Latin America and the Caribbean",5,437,304,611
"201","BHS",2012,5.75920707353903,8.25829398383209,11.5432565840012,1,5385,"Latin America and the Caribbean",5,445,310,622
"202","BHS",2013,5.77251541804522,8.28061486567216,11.5643520308181,1,4713,"Latin America and the Caribbean",5,390,272,545
"203","BHS",2014,5.78594902276527,8.3046955102551,11.6027880100574,1,5277,"Latin America and the Caribbean",5,438,305,612
"204","BHS",2015,5.79995140126962,8.32623052968823,11.6343762719609,1,5023,"Latin America and the Caribbean",5,418,291,584
"205","BHS",2016,5.81797050164517,8.34792269218564,11.6641521268595,1,4819,"Latin America and the Caribbean",5,402,280,562
"206","BHS",2017,5.81990014372434,8.36928475852076,11.6862926799209,1,4643,"Latin America and the Caribbean",5,389,270,543
"207","BHS",2018,5.83828415794246,8.392596310915,11.7208130356337,1,4643,"Latin America and the Caribbean",5,390,271,544
"208","BHS",2019,5.85657131057207,8.41726827329694,11.7517263690869,1,4641,"Latin America and the Caribbean",5,391,272,545
"209","BHS",2020,5.86915763567415,8.44008843702217,11.7885020102078,1,4670,"Latin America and the Caribbean",5,394,274,551
"210","BIH",2010,5.76783011969949,6.97601116894618,8.44216332165332,1,36491,"Northern America, Australia and New Zealand, Central Asia and Europe",3,2546,2105,3081
